time,step-size,{controller}.c.acceleration,{controller}.c.desired_steer_angle,{controller}.c.desired_velocity,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.theta,{model}.m.velocity,{model}.m.x,{model}.m.y,{mq-local}.l.angle,{mq-local}.l.distance,{mq-networked}.n.steer_angle_s,{mq-networked}.n.theta_s,{mq-networked}.n.velocity_s,{mq-networked}.n.x_s,{mq-networked}.n.y_s
0.16,0.01,2.470043680333204,0.0030990099341320376,4.481205728530884,0.007101209419632023,0.0015954957070469543,-1.623060959830495E-4,0.3893192652972419,0.02768634984478427,2.1969962482630667E-5,0.011635528346628954,9.602583703994751,0.002540754151459934,0.010814324077397705,0.19273414130378796,-1.0430075288136045,-0.2778148767563145
0.17,0.01,2.455131877940185,0.0030990099341320376,4.481205728530884,0.006765814021882874,0.0016665078012432747,2.0948430651659153E-4,0.414019702100574,0.031579537438437666,1.5693515900054302E-5,0.011635528346628954,9.602583703994751,0.002540754151459934,0.010842069754546551,0.24604297052462695,-1.0388898304086576,-0.27777031733881863
0.18000000000000002,0.01,2.4403116158581857,0.0030990099341320376,4.481205728530884,0.006446259597999433,0.0017341659414621033,8.371574108254363E-5,0.43857102087997585,0.03571972783806471,2.309808076757837E-5,0.011635528346628954,9.600439672470094,0.002540754151459934,0.010842069754546551,0.24604297052462695,-1.0388898304086576,-0.27777031733881863
0.19000000000000003,0.01,2.424980495763641,0.0030990099341320376,4.480205180486044,0.006141797967014704,0.0017986285374420976,1.5127640087066394E-4,0.4629741370385577,0.04010543711018146,2.5964444238973045E-5,0.011635528346628954,9.600169477462767,0.002540754151459934,0.01088117444497246,0.2992587372179969,-1.033685019906143,-0.27771383483762685
0.20000000000000004,0.01,2.4102629714664405,0.0030990099341320376,4.480079089482625,0.00585171628510473,0.0018600465171122447,1.6270023039280157E-4,0.4872239419961941,0.04473517599879073,3.0758185859176607E-5,0.011635528346628954,9.604859619140624,0.0026624087859861145,0.010905219774910338,0.3254466352938721,-1.0307030288614971,-0.2776813859922193
0.21000000000000005,0.01,2.397026328161658,0.0030990099341320376,4.482267822265625,0.005575335376589068,0.001918563679963292,1.89739708074933E-4,0.5113265717108585,0.04960741292024207,3.5692421111584503E-5,0.011635528346628954,9.604859619140624,0.0026624087859861145,0.010905219774910338,0.3254466352938721,-1.0307030288614971,-0.2776813859922193
0.22000000000000006,0.01,2.3825647503328597,0.0030990099341320376,4.482267822265625,0.005312008143759355,0.0019743170337291824,2.1655216442631814E-4,0.535296834992475,0.054720675689561474,4.118292655245969E-5,0.011635528346628954,9.604859619140624,0.003211136077595045,0.0109632476328189,0.3777113123213667,-1.0239493224702136,-0.2776076366172945
0.23000000000000007,0.01,2.36818259236389,0.0030990099341320376,4.482267822265625,0.005061118051812848,0.002027437115166776,2.457397797742792E-4,0.5591224824958037,0.06007364066611589,4.719250872411597E-5,0.011635528346628954,9.604859619140624,0.003211136077595045,0.0109632476328189,0.3777113123213667,-1.0239493224702136,-0.2776076366172945
0.24000000000000007,0.01,2.3538872038618925,0.0030990099341320376,4.482267822265625,0.004822077685343678,0.0020780482956849044,2.770512432215504E-4,0.5828043084194425,0.06566486164223259,5.375295532787282E-5,0.011635528346628954,9.5980916595459,0.003211136077595045,0.0109632476328189,0.3777113123213667,-1.0239493224702136,-0.2776076366172945
0.25000000000000006,0.01,2.337783079621187,0.0030990099341320376,4.4791094411214205,0.004594327373012099,0.0021262690725383413,3.1052514678780427E-4,0.6063431804580615,0.0714929003566674,6.088978064107336E-5,0.011635528346628954,9.59436777114868,0.003211136077595045,0.0109632476328189,0.3777113123213667,-1.0239493224702136,-0.2776076366172945
0.26000000000000006,0.01,2.322617067646793,0.0030990099341320376,4.47737162653605,0.004377333877171633,0.0021722123462684624,3.4617958498210926E-4,0.6297210112542734,0.07755632722145975,6.862955546028505E-5,0.011635528346628954,9.58701548576355,0.0035863227196206715,0.011123384309273406,0.48127830386567894,-1.0072469235897628,-0.27742354323509777
0.2700000000000001,0.01,2.3065317292612297,0.0030990099341320376,4.47394056002299,0.004170589145386088,0.002215985685040179,3.840297175463915E-4,0.6529471819307413,0.08385353177177919,7.699931929439579E-5,0.011635528346628954,9.58701548576355,0.0035863227196206715,0.011123384309273406,0.48127830386567894,-1.0072469235897628,-0.27742354323509777
0.2800000000000001,0.01,2.2925960268553487,0.0030990099341320376,4.47394056002299,0.003973609120913364,0.0022576915764940396,4.240860880361503E-4,0.6760124992233536,0.0903829973502982,8.602694717580321E-5,0.011635528346628954,9.58701548576355,0.0035863227196206715,0.011123384309273406,0.48127830386567894,-1.0072469235897628,-0.27742354323509777
0.2900000000000001,0.01,2.2787568364797814,0.0030990099341320376,4.47394056002299,0.003785932609370991,0.0022974276677031735,4.6635683062292365E-4,0.6989384594919071,0.09714311536328588,9.574091135631191E-5,0.011635528346628954,9.58701548576355,0.0035863227196206715,0.011123384309273406,0.48127830386567894,-1.0072469235897628,-0.27742354323509777
0.3000000000000001,0.01,2.265001260318649,0.0030990099341320376,4.47394056002299,0.0036071201989298883,0.0023352869937968835,5.108462410431555E-4,0.7217260278567049,0.10413249217632872,1.0617072396874958E-4,0.011635528346628954,9.581414194107056,0.003989589132119109,0.011226235576687994,0.5576954357164823,-0.9920220854830978,-0.2772533808631375
0.3100000000000001,0.01,2.2497603576359526,0.0030990099341320376,4.471326623916626,0.003436753231508193,0.0023713581957861825,5.575571842959728E-4,0.7443760404598914,0.11134974380190482,1.1734666692526351E-4,0.011635528346628954,9.575809907913207,0.003989589132119109,0.011273476247675829,0.5827800486838441,-0.9864670759985078,-0.2771867803429262
0.3200000000000001,0.01,2.2346011499397633,0.0030990099341320376,4.468711290359497,0.003274432822556348,0.0024057257281012642,6.064903336908361E-4,0.7668736440362509,0.1187934946093387,1.2929982140046887E-4,0.011635528346628954,9.56471279144287,0.003989589132119109,0.011273476247675829,0.5827800486838441,-0.9864670759985078,-0.2771867803429262
0.3300000000000001,0.01,2.2179953951822533,0.0030990099341320376,4.463532636006673,0.00311977892713848,0.0024384700563268276,6.576445876116787E-4,0.7892196555356485,0.1264622204306699,1.4206183503458287E-4,0.011635528346628954,9.56471279144287,0.003989589132119109,0.011273476247675829,0.5827800486838441,-0.9864670759985078,-0.2771867803429262
0.34000000000000014,0.01,2.2045877882826144,0.0030990099341320376,4.463532636006673,0.002972429450123445,0.0024696678455982126,7.110158895929282E-4,0.811399609487471,0.13435440526237888,1.5566516269192675E-4,0.011635528346628954,9.56471279144287,0.003989589132119109,0.011273476247675829,0.5827800486838441,-0.9864670759985078,-0.2771867803429262
0.35000000000000014,0.01,2.191279815911521,0.0030990099341320376,4.463532636006673,0.0028320393984022124,0.0024993921400994473,7.665985010770594E-4,0.8334454873702972,0.14246838844117093,1.7014279790921648E-4,0.011635528346628954,9.56471279144287,0.004325572548257384,0.011525645743737212,0.6822413994249814,-0.9617277303345448,-0.2768684012331105
0.36000000000000015,0.01,2.1780522891818253,0.0030990099341320376,4.463532636006673,0.002698280073146656,0.0025277125340834694,8.24383119996116E-4,0.8553582855294124,0.15080282911255724,1.8552905582962917E-4,0.011635528346628954,9.56471279144287,0.004325572548257384,0.011681875282044174,0.7316405171250153,-0.9477948455271136,-0.276682409694143
0.37000000000000016,0.01,2.164904610286356,0.0030990099341320376,4.463532636006673,0.002570838300218557,0.002554695334814936,8.843604197048136E-4,0.8771388084212306,0.15935639637973256,2.0185903710350566E-4,0.011635528346628954,9.55413062095642,0.004325572548257384,0.011681875282044174,0.7316405171250153,-0.9477948455271136,-0.276682409694143
0.38000000000000017,0.01,2.1488732888150586,0.0030990099341320376,4.458594289779662,0.002449415696926958,0.0025804037178171215,9.465201174081528E-4,0.8987878545240942,0.16812776738439889,2.1916864023284165E-4,0.011635528346628954,9.538089923858642,0.004325572548257384,0.011681875282044174,0.7316405171250153,-0.9477948455271136,-0.276682409694143
0.3900000000000002,0.01,2.1313924659659635,0.0030990099341320376,4.4511086311340335,0.0023337279734171224,0.002604897874786391,0.0010108507820277277,0.9202765874122447,0.17711562724671337,2.3749456173387896E-4,0.011635528346628954,9.538089923858642,0.004325572548257384,0.011681875282044174,0.7316405171250153,-0.9477948455271136,-0.276682409694143
0.4000000000000002,0.01,2.1184992262330735,0.0030990099341320376,4.4511086311340335,0.0022235042670554093,0.002628235154520562,0.0010773408509089381,0.9415905120719044,0.18631837271656812,2.5687369950398384E-4,0.011635528346628954,9.538089923858642,0.004554313002129384,0.01194785534314428,0.8045126900259447,-0.925127059208682,-0.2763733808893963
