time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{odom}.o.steer_angle_s,{odom}.o.x_s,{odom}.o.y_s,{rabbitmq}.r.angle,{rabbitmq}.r.distance
9.069999999999851,0.01,1.4714085421033867,-0.30605986660978446,0.13778134260386277,3.7762403658846257,18.915464414652675,8.198465413357715,0.0,7.738670293743778,9.083488791103775,0.2617993877991496,13.293081712722778
9.07999999999985,0.01,1.456318660031602,-0.30624128588651595,0.13472074393776493,3.7909544513056597,18.88223634121621,8.21640682539229,0.0,7.703253471660787,9.094474446836989,0.2501638594525206,13.266394233703611
9.08999999999985,0.01,1.440017714653615,-0.3064141365926698,0.13165833107889977,3.8055176379059756,18.848667809114964,8.234021796801724,0.0,7.703253471660787,9.094474446836989,0.23852833110589167,13.324809675216676
9.09999999999985,0.01,1.4476361263170836,-0.3065788234313707,0.12859418971297307,3.819917815052512,18.814765886410775,8.251309251391703,0.0,7.631318314052311,9.115291808411374,0.2268928027592629,13.305195951461792
9.10999999999985,0.01,1.4335041773777948,-0.30673573198829457,0.12552840147865935,3.8343941763156826,18.780537755043273,8.268268385640374,0.0,7.631318314052311,9.115291808411374,0.215257274412634,13.29865180015564
9.11999999999985,0.01,1.4229859982541697,-0.3068852296374769,0.1224610441587764,3.8487292180894603,18.745988442697403,8.284899768215611,0.0,7.595126888031015,9.12503097932906,0.215257274412634,13.29865180015564
9.12999999999985,0.01,1.414384973189903,-0.29308212169800363,0.11939219186240163,3.8629590780720022,18.711124909296885,8.301203316855357,0.0,7.595126888031015,9.12503097932906,0.1919862177193763,13.266913747787475
9.13999999999985,0.01,1.3969604025372917,-0.30716337577150526,0.1164613706454216,3.877102927803901,18.675953765613542,8.31717942200935,0.0,7.595126888031015,9.12503097932906,0.18616845354606193,13.238636598587036
9.14999999999985,0.01,1.3805564909220291,-0.3009474526468921,0.11338973688770655,3.891072531829274,18.640481413697742,8.332828861642772,0.0,7.595126888031015,9.12503097932906,0.17453292519943298,13.246651830673215
9.15999999999985,0.01,1.3744189934909359,-0.30107064544076856,0.11038026236123763,3.904878096738494,18.60471495679597,8.348152213282976,0.0,7.595126888031015,9.12503097932906,0.16289739685280402,13.212972288131716
9.169999999999849,0.01,1.3567053826337838,-0.3014735547752526,0.10736955590682995,3.9186222866734037,18.568661430278233,8.363150563881414,0.0,7.372452191954259,9.174948251161336,0.1512618685061753,13.225754985809326
9.179999999999849,0.01,1.352038024022569,-0.301870920434012,0.10435482035907742,3.9321893404997414,18.532326833553356,8.377825615615626,0.0,7.372452191954259,9.174948251161336,0.1512618685061753,13.225754985809326
9.189999999999849,0.01,1.3438977917267663,-0.2883046104691256,0.1013361111547373,3.945709720739967,18.495718174951445,8.392178922423568,0.0,7.372452191954259,9.174948251161336,0.13380857598623197,13.201392135620118
9.199999999999848,0.01,1.3289639655296526,-0.2956387361049861,0.09845306505004604,3.9591486986572346,18.458841179541636,8.406212800347333,0.0,7.372452191954259,9.174948251161336,0.12217304763960302,13.184305095672608
9.209999999999848,0.01,1.3161162075939894,-0.2966105733374696,0.09549667768899618,3.9724383383125312,18.421701817228133,8.419929709939302,0.0,7.25848758918907,9.19436161991452,0.11635528346628864,13.172550439834597
9.219999999999848,0.01,1.3048511201661686,-0.2902796025645422,0.09253057195562149,3.985599500388471,18.384306557830104,8.433331993689608,0.0,7.25848758918907,9.19436161991452,0.10471975511965992,13.14122431755066
9.229999999999848,0.01,1.2881831086811022,-0.29087767146794996,0.08962777592997608,3.998648011590133,18.346661623817592,8.44642242076222,0.0,7.25848758918907,9.19436161991452,0.09890199094634532,13.185947265625
9.239999999999847,0.01,1.2928764274209201,-0.28478786170434284,0.08671899921529658,4.011529842676944,18.30877300028392,8.45920407944891,0.0,7.103179208653089,9.21481065954086,0.09890199094634532,13.185947265625
9.249999999999847,0.01,1.2851473287688338,-0.2716983664882851,0.08387112059825315,4.0244586069511525,18.270647064897865,8.471680065133702,0.0,7.063626408850869,9.218981709328675,0.08144869842640201,13.111959791183471
9.259999999999847,0.01,1.2566735773606803,-0.2798012297669808,0.0811541369333703,4.037310080238841,18.232288066344772,8.483854379812977,0.0,7.063626408850869,9.218981709328675,0.06981317007977328,13.118207216262816
9.269999999999847,0.01,1.2507119724102835,-0.2815203479786018,0.07835612463570049,4.049876816012448,18.193701308502195,8.495730801310978,0.0,7.024151189092671,9.222743217890152,0.06399540590645869,13.152516222000122
9.279999999999847,0.01,1.2527784525525651,-0.275902064990885,0.07554092115591447,4.062383935736551,18.154893934638764,8.50731259548595,0.0,7.024151189092671,9.222743217890152,0.05235987755982996,13.044904527664183
9.289999999999846,0.01,1.2151429063040406,-0.2771791940354418,0.07278190050600562,4.074911720262077,18.115870859395663,8.518604004729454,0.0,7.024151189092671,9.222743217890152,0.04654211338651559,13.075692949295044
9.299999999999846,0.01,1.2162469936453666,-0.2717363734626489,0.07001010856565121,4.087063149325117,18.076636117410114,8.529609711163861,0.0,7.024151189092671,9.222743217890152,0.04654211338651559,13.075692949295044
9.309999999999846,0.01,1.2089561362075423,-0.259263309731054,0.06729274483102472,4.099225619261571,18.037197439117477,8.540333477908204,0.0,6.824797696100346,9.235967301811582,0.029088820866572274,13.003052568435669
9.319999999999846,0.01,1.181319347605045,-0.26795348998062596,0.06470011173371418,4.111315180623646,17.997558710361112,8.550780307587129,0.0,6.824797696100346,9.235967301811582,0.02327105669325769,13.057199544906616
9.329999999999846,0.01,1.1892267641996652,-0.26325941339452574,0.062020576833907916,4.1231283740996965,17.957724493945896,8.560955102623316,0.0,6.824797696100346,9.235967301811582,0.01745329251994332,13.030200843811036
9.339999999999845,0.01,1.174579211807272,-0.2581742786971945,0.059387982699962656,4.1350206417416935,17.91770117719466,8.570862315912676,0.0,6.824797696100346,9.235967301811582,0.011635528346628954,13.007421884536743
