time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{rabbitmq}.r.angle,{rabbitmq}.r.distance
14.74999999999973,0.01,-0.35459357642543343,-0.05847997671120576,-0.007758347509630268,3.0780448672025487,-14.844404002508416,5.334580240355658,-0.06981317007977306,5.316698970794678
14.75999999999973,0.01,-0.35815120849901916,-0.048760704428228004,-0.008343147276742326,3.0744989314382942,-14.842039320364021,5.303890758463531,-0.06981317007977306,5.27724760055542
14.76999999999973,0.01,-0.36707003070745897,-0.046129105476223745,-0.008830754321024606,3.070917419353304,-14.839670245748012,5.273237180313415,-0.06399540590645869,5.257901296615601
14.77999999999973,0.01,-0.37033808855961414,-0.03696210142515654,-0.009292045375786843,3.0672467190462296,-14.837299289551892,5.2426196698600025,-0.06981317007977306,5.22135085105896
14.78999999999973,0.01,-0.37836979313122876,-0.04185906403052341,-0.009661666390038409,3.0635433381606334,-14.834928814911923,5.2120389391046515,-0.06399540590645869,5.197067909240722
14.799999999999729,0.01,-0.38294698830897766,-0.03322299711459443,-0.010080257030343643,3.0597596402293212,-14.832561049126562,5.18149514327531,-0.06981317007977306,5.164808692932129
14.809999999999729,0.01,-0.3897093501165965,-0.038312111585017815,-0.010412487001489588,3.0559301703462314,-14.830198081781402,5.150988926024996,-0.06399540590645869,5.14648606300354
14.819999999999729,0.01,-0.3925420045667476,-0.029844304363064122,-0.010795608117339766,3.052033076845065,-14.827841984678319,5.120520586276266,-0.06399540590645869,5.115183811187745
14.829999999999728,0.01,-0.3989683789744705,-0.02812025934173832,-0.011094051160970408,3.048107656799398,-14.825494673488947,5.09009065495206,-0.06399540590645869,5.080703001022339
14.839999999999728,0.01,-0.40626775379338376,-0.026777265645400432,-0.01137525375438779,3.0441179730096533,-14.823158041946177,5.059699271604518,-0.06399540590645869,5.059532251358032
14.849999999999728,0.01,-0.40980175342554304,-0.02551185397502221,-0.011643026410841795,3.0400552954717193,-14.820833838968504,5.029346948730006,-0.06399540590645869,5.023257894515991
14.859999999999728,0.01,-0.4175209668185541,-0.024306877020979188,-0.011898144950592018,3.035957277937464,-14.818523741643077,4.999034293447111,-0.058177641733144325,4.99678337097168
14.869999999999727,0.01,-0.4224750228904079,-0.016186071240306233,-0.01214121372080181,3.0317820682692784,-14.81622932340036,4.968761544905335,-0.058177641733144325,4.964485559463501
14.879999999999727,0.01,-0.42901328431178676,-0.015092261774362167,-0.012303074433204872,3.0275573180403743,-14.813952115381964,4.938529367104374,-0.058177641733144325,4.943401288986206
14.889999999999727,0.01,-0.4323820299080869,-0.014363888568548389,-0.012453997050948493,3.0232671851972563,-14.811693554032376,4.908338155932377,-0.058177641733144325,4.914627885818481
14.899999999999727,0.01,-0.437864503089179,-0.013684736788702093,-0.012597635936633976,3.0189433648981754,-14.809454926399866,4.878188479422802,-0.058177641733144325,4.879317436218262
14.909999999999727,0.01,-0.44515713679779184,-0.013038361803117418,-0.012734483304520997,3.0145647198672836,-14.807237432201351,4.848080596343352,-0.05235987755982996,4.853778963088989
14.919999999999726,0.01,-0.4496807222554531,-0.0054497762958288735,-0.012864866922552171,3.010113148499306,-14.805042226038617,4.818014982846702,-0.05235987755982996,4.825697288513184
14.929999999999726,0.01,-0.4548726483158918,-0.004863050014688589,-0.01291936468551046,3.005616341276751,-14.802870414093178,4.78799230226101,-0.05235987755982996,4.80486951828003
14.939999999999726,0.01,-0.4580063396476425,-0.004617810081376288,-0.012967995185657347,3.0010676147935924,-14.800723020929091,4.758012948337121,-0.05235987755982996,4.770397396087646
14.949999999999726,0.01,-0.4649292979716144,-0.004398972830715298,-0.01301417328647111,2.996487551397116,-14.798600926207595,4.72807739427762,-0.04654211338651537,4.743479146957397
14.959999999999726,0.01,-0.46971836969019837,0.002781600974743847,-0.013058163014778263,2.9918382584174,-14.796504942827763,4.698185913580953,-0.04654211338651537,4.717264852523804
14.969999999999725,0.01,-0.47426879634377483,0.0029795547521260382,-0.013030347005030824,2.987141074720498,-14.79443586046126,4.668339163094281,-0.04654211338651537,4.687191429138184
14.979999999999725,0.01,-0.4798710446736072,0.002854382708262563,-0.013000551457509564,2.9823983867570605,-14.792394403266531,4.638537592119745,-0.04654211338651537,4.652672443389893
